customer_id,signup_date,acquisition_channel,signup_discount,plan_type,meals_per_week,servings,weekly_price,weeks_active,weeks_skipped,skip_rate,times_paused,support_contacts,delivery_issues,app_sessions_last_30_days,avg_recipe_rating,avg_recipe_difficulty_rating,nps_score,churned,weeks_to_churn
HF-02573,2022-02-22,paid_social,50_percent,Classic,4,2,35.76,39,13,0.34,0,2,1,12,4.3,3.9,47,0,
HF-02574,2022-10-31,referral,30_percent,Classic,3,4,61.23,71,0,0.0,0,0,0,15,5.0,1.1,94,0,
HF-02575,2022-03-10,organic,50_percent,Fit_and_Wholesome,2,2,21.06,51,3,0.06,0,2,1,18,3.8,2.4,-9,0,
HF-02576,2022-12-27,paid_social,50_percent,Veggie,4,2,42.34,24,8,0.33,0,3,1,1,4.6,3.1,47,0,
HF-02577,2023-08-25,organic,30_percent,Pescatarian,3,4,57.77,74,0,0.0,0,0,0,20,4.8,2.2,70,0,
HF-02578,2022-08-08,paid_social,30_percent,Classic,3,2,31.43,38,12,0.3,2,4,1,9,4.2,3.2,26,1,24
HF-02579,2023-12-05,paid_social,free_first_box,Fit_and_Wholesome,3,2,30.05,4,1,0.27,1,3,2,2,3.3,3.3,-6,1,4
HF-02580,2023-07-29,paid_social,free_first_box,Fit_and_Wholesome,2,2,20.29,26,9,0.33,2,3,1,9,4.3,3.5,-15,1,10
HF-02581,2023-08-08,paid_social,50_percent,Classic,4,2,41.17,32,11,0.36,2,1,1,6,4.5,2.7,67,1,13
HF-02582,2022-06-10,paid_social,none,Classic,5,4,98.29,57,7,0.12,1,0,1,11,5.0,2.3,99,0,
HF-02583,2023-11-12,referral,50_percent,Veggie,4,2,45.09,51,9,0.18,0,1,0,16,3.8,2.8,54,0,
HF-02584,2022-03-30,paid_social,50_percent,Classic,3,4,62.54,15,5,0.32,2,3,1,5,3.7,3.0,16,1,8
HF-02585,2023-11-19,paid_social,30_percent,Classic,3,4,58.82,44,5,0.12,0,2,1,8,3.6,3.8,61,0,
HF-02586,2024-02-20,paid_social,50_percent,Fit_and_Wholesome,4,4,77.66,37,13,0.36,2,3,2,11,5.0,2.9,-18,0,
HF-02587,2023-08-08,tv_ad,50_percent,Classic,3,4,59.7,54,9,0.17,2,0,0,11,3.7,3.2,9,0,
HF-02588,2024-01-27,referral,30_percent,Fit_and_Wholesome,3,2,30.3,91,1,0.01,0,0,0,15,5.0,3.0,100,0,
HF-02589,2023-08-12,referral,50_percent,Family,5,4,101.93,95,0,0.0,0,0,0,18,5.0,1.7,92,0,
HF-02590,2022-06-08,referral,free_first_box,Veggie,3,2,27.6,60,5,0.09,1,1,0,20,4.5,1.8,100,0,
HF-02591,2023-05-04,tv_ad,30_percent,Veggie,3,2,30.51,91,0,0.0,0,1,0,15,5.0,3.7,100,0,
HF-02592,2022-11-20,paid_social,free_first_box,Classic,2,2,16.9,9,5,0.59,2,5,2,0,3.3,2.8,-22,1,6
HF-02593,2023-09-02,organic,none,Pescatarian,2,2,20.83,80,0,0.0,0,1,0,17,4.6,2.5,100,0,
HF-02594,2023-01-16,organic,free_first_box,Classic,2,2,19.74,32,14,0.44,2,2,1,7,4.1,2.5,85,1,16
HF-02595,2022-04-12,organic,30_percent,Veggie,5,2,53.77,58,10,0.16,1,2,1,10,5.0,2.5,100,0,
HF-02596,2023-05-09,paid_social,none,Family,3,2,26.85,79,0,0.0,2,0,1,19,4.0,2.3,68,0,
HF-02597,2023-10-06,organic,50_percent,Veggie,3,2,32.68,60,12,0.2,1,1,0,14,5.0,2.6,95,0,
HF-02598,2023-09-06,paid_social,50_percent,Fit_and_Wholesome,4,2,36.51,29,7,0.25,2,4,1,8,4.3,2.4,30,1,22
HF-02599,2022-01-19,referral,free_first_box,Classic,3,4,57.23,79,4,0.05,0,0,0,17,5.0,2.4,100,0,
HF-02600,2023-03-30,organic,30_percent,Classic,3,2,26.59,70,0,0.0,0,0,0,21,5.0,1.3,100,0,
HF-02601,2023-04-27,paid_social,30_percent,Fit_and_Wholesome,2,2,20.46,36,5,0.14,1,3,1,8,5.0,2.4,96,0,
HF-02602,2023-08-17,influencer,50_percent,Classic,4,2,37.57,22,9,0.41,1,3,0,10,4.8,3.0,39,0,
HF-02603,2023-02-01,paid_social,50_percent,Fit_and_Wholesome,2,2,17.26,34,11,0.32,1,3,1,10,4.9,3.1,87,1,18
HF-02604,2022-10-06,influencer,30_percent,Classic,2,2,20.37,79,0,0.0,0,0,0,19,5.0,3.4,76,0,
HF-02605,2024-04-30,referral,50_percent,Pescatarian,2,2,20.86,55,1,0.03,0,1,0,20,5.0,2.4,64,0,
HF-02606,2022-12-31,paid_social,50_percent,Classic,2,2,20.04,30,6,0.2,2,3,1,9,4.7,3.5,40,1,23
HF-02607,2022-11-27,paid_social,free_first_box,Veggie,2,2,19.64,32,11,0.35,2,3,1,4,3.1,2.6,-29,1,22
HF-02608,2023-10-03,tv_ad,free_first_box,Veggie,3,2,33.6,31,7,0.22,1,3,1,8,4.7,2.5,52,1,14
HF-02609,2022-12-10,paid_social,30_percent,Veggie,2,4,40.21,37,8,0.22,1,2,1,9,5.0,3.5,100,1,14
HF-02610,2024-04-01,paid_social,50_percent,Classic,3,2,31.55,50,13,0.26,1,2,0,11,3.7,3.1,49,1,22
HF-02611,2023-03-31,paid_social,30_percent,Veggie,2,4,40.21,17,6,0.36,3,3,1,0,4.3,3.0,49,1,11
HF-02612,2023-08-24,organic,50_percent,Classic,2,4,37.72,74,2,0.02,0,0,0,15,4.1,2.4,100,0,
HF-02613,2023-12-26,referral,50_percent,Classic,3,2,31.04,79,0,0.0,1,0,0,14,4.2,3.6,100,0,
HF-02614,2023-10-17,paid_social,free_first_box,Classic,5,4,98.49,12,5,0.4,2,2,2,3,3.9,3.5,-29,1,12
HF-02615,2022-03-06,paid_social,50_percent,Veggie,4,4,79.66,30,12,0.4,2,2,1,4,4.0,4.6,-72,0,
HF-02616,2022-03-17,paid_social,free_first_box,Classic,5,4,100.41,30,9,0.31,0,3,1,13,4.6,2.9,-7,0,
HF-02617,2023-12-12,paid_social,free_first_box,Family,3,2,26.06,35,14,0.4,0,4,1,2,4.4,2.2,59,1,19
HF-02618,2022-05-23,referral,free_first_box,Veggie,3,2,26.72,72,0,0.0,0,0,0,17,4.5,2.0,100,0,
HF-02619,2024-04-07,organic,free_first_box,Classic,3,2,31.76,61,15,0.25,0,1,1,17,4.6,3.4,-3,0,
HF-02620,2023-08-28,paid_social,50_percent,Veggie,3,2,28.61,19,9,0.47,1,3,1,9,2.2,4.6,-73,0,
HF-02621,2023-04-18,paid_social,30_percent,Pescatarian,2,4,38.69,53,0,0.0,0,0,0,20,4.5,3.1,65,0,
HF-02622,2023-02-21,paid_social,30_percent,Classic,3,4,60.21,62,0,0.0,1,1,0,11,4.4,3.2,76,0,
HF-02623,2022-11-01,tv_ad,none,Fit_and_Wholesome,3,2,29.17,93,8,0.09,0,1,0,17,5.0,2.6,90,0,
HF-02624,2024-01-06,tv_ad,50_percent,Veggie,3,4,60.72,45,19,0.43,1,2,1,5,5.0,1.8,74,1,22
HF-02625,2023-05-12,influencer,50_percent,Classic,3,4,59.78,8,2,0.24,1,3,2,8,3.7,3.7,95,0,
HF-02626,2022-10-18,paid_social,50_percent,Fit_and_Wholesome,2,2,20.36,62,0,0.0,1,1,0,18,3.9,3.6,6,0,
HF-02627,2022-04-12,paid_social,free_first_box,Classic,3,2,28.54,29,4,0.14,3,1,2,15,4.2,3.4,25,0,
HF-02628,2022-09-24,paid_social,free_first_box,Classic,2,2,20.35,20,7,0.34,3,3,2,4,3.3,4.0,-56,0,
HF-02629,2024-05-16,paid_social,30_percent,Fit_and_Wholesome,5,4,102.01,71,2,0.03,0,1,0,16,5.0,1.5,86,0,
HF-02630,2023-09-14,referral,30_percent,Veggie,2,4,38.78,76,8,0.11,0,0,1,14,5.0,2.2,88,0,
HF-02631,2024-04-21,organic,50_percent,Pescatarian,2,2,21.79,87,0,0.0,0,0,0,18,4.5,3.2,32,0,
HF-02632,2024-02-16,influencer,30_percent,Veggie,4,2,39.82,87,16,0.19,1,0,0,18,3.4,2.8,50,0,
HF-02633,2022-01-03,influencer,50_percent,Fit_and_Wholesome,3,4,61.35,58,14,0.24,1,3,1,11,3.9,2.9,18,0,
HF-02634,2022-03-26,paid_social,50_percent,Pescatarian,2,4,40.18,32,12,0.37,3,5,0,4,4.9,3.8,31,1,31
HF-02635,2024-03-04,organic,50_percent,Classic,3,2,29.87,69,3,0.05,2,0,0,10,4.0,2.8,87,1,63
HF-02636,2022-11-24,paid_social,free_first_box,Fit_and_Wholesome,2,2,20.66,13,5,0.37,4,2,3,4,3.7,4.8,-19,0,
HF-02637,2024-03-26,paid_social,free_first_box,Veggie,2,4,42.35,1,0,0.41,2,3,1,5,4.0,2.9,48,0,
HF-02638,2023-03-26,organic,none,Classic,2,2,20.43,69,1,0.01,0,1,0,10,5.0,3.0,100,0,
HF-02639,2023-03-30,paid_social,50_percent,Veggie,3,2,30.9,18,5,0.27,0,2,2,8,4.9,2.8,93,0,
HF-02640,2023-09-21,referral,50_percent,Classic,4,4,79.1,69,5,0.07,0,2,0,14,5.0,2.2,96,0,
HF-02641,2022-08-09,paid_social,30_percent,Fit_and_Wholesome,3,2,33.08,61,11,0.19,2,1,1,11,4.9,2.0,83,1,23
HF-02642,2022-06-03,organic,none,Veggie,3,4,61.16,66,3,0.05,0,0,0,14,4.8,2.5,91,0,
HF-02643,2023-10-27,organic,50_percent,Family,2,2,20.12,65,10,0.16,0,1,0,18,3.5,3.9,30,0,
HF-02644,2022-01-12,paid_social,30_percent,Classic,3,2,29.69,66,0,0.0,0,0,1,16,4.6,2.3,84,0,
HF-02645,2022-05-13,influencer,30_percent,Veggie,4,2,41.88,67,15,0.22,1,3,1,12,4.2,2.9,72,1,42
HF-02646,2022-10-31,paid_social,50_percent,Classic,2,2,18.75,17,7,0.43,3,4,3,0,3.8,2.7,52,1,15
HF-02647,2022-10-20,referral,50_percent,Veggie,4,2,36.35,81,16,0.19,0,1,0,18,5.0,2.6,78,0,
HF-02648,2022-10-27,organic,30_percent,Fit_and_Wholesome,3,4,60.02,67,0,0.0,2,0,0,14,5.0,3.3,100,0,
HF-02649,2024-01-10,organic,none,Fit_and_Wholesome,4,2,42.3,85,0,0.0,1,0,0,18,3.4,2.8,88,0,
HF-02650,2024-02-22,tv_ad,free_first_box,Fit_and_Wholesome,3,4,63.06,15,4,0.28,3,4,2,11,3.0,2.9,4,0,
HF-02651,2022-02-12,paid_social,none,Pescatarian,3,2,29.73,66,0,0.0,3,1,0,12,5.0,3.5,92,0,
HF-02652,2022-12-09,organic,free_first_box,Classic,4,2,40.01,34,7,0.2,1,0,1,14,3.8,2.8,-31,1,11
HF-02653,2022-11-22,organic,50_percent,Classic,4,2,40.96,59,5,0.09,1,1,0,12,4.3,3.4,33,0,
HF-02654,2024-03-24,influencer,30_percent,Fit_and_Wholesome,2,4,39.39,50,10,0.19,0,1,1,17,5.0,1.6,89,1,33
HF-02655,2023-05-13,paid_social,30_percent,Veggie,5,2,50.93,38,13,0.35,3,3,1,6,4.8,3.8,32,1,25
HF-02656,2022-12-30,organic,none,Classic,2,2,19.79,102,2,0.02,1,0,0,18,5.0,4.1,100,0,
HF-02657,2024-06-09,referral,30_percent,Veggie,2,4,41.94,67,3,0.04,0,0,0,18,5.0,2.5,93,0,
HF-02658,2023-03-03,paid_social,none,Classic,3,2,31.39,51,11,0.22,1,1,1,8,5.0,2.1,52,0,
HF-02659,2022-01-21,referral,50_percent,Classic,4,2,41.54,87,5,0.05,1,0,0,19,4.4,3.0,100,0,
HF-02660,2023-02-11,paid_social,30_percent,Fit_and_Wholesome,5,2,49.49,44,7,0.15,2,1,1,11,4.1,3.3,-33,1,42
HF-02661,2023-09-11,referral,50_percent,Classic,3,2,33.79,36,6,0.16,1,2,2,10,5.0,3.8,100,0,
HF-02662,2022-12-02,influencer,50_percent,Classic,2,2,20.93,55,8,0.14,2,1,0,6,4.4,2.4,69,0,
HF-02663,2024-03-25,referral,30_percent,Classic,3,4,60.37,76,0,0.0,0,0,0,23,4.8,1.7,90,0,
HF-02664,2022-04-27,organic,none,Pescatarian,2,4,38.4,98,1,0.01,0,0,0,25,4.8,2.7,77,0,
HF-02665,2022-05-04,referral,none,Family,3,4,59.69,83,7,0.08,0,0,0,10,4.6,2.8,100,0,
HF-02666,2023-02-03,paid_social,none,Fit_and_Wholesome,3,2,30.17,67,6,0.09,0,1,0,14,4.2,2.1,78,1,42
HF-02667,2024-03-03,paid_social,50_percent,Classic,2,4,38.34,58,6,0.1,0,0,0,15,5.0,3.6,22,0,
HF-02668,2024-03-14,referral,30_percent,Family,3,2,29.36,78,14,0.18,1,0,0,23,5.0,2.5,100,0,
HF-02669,2023-12-16,paid_social,50_percent,Fit_and_Wholesome,3,2,29.61,53,10,0.19,1,0,1,10,4.5,2.6,49,1,28
HF-02670,2022-02-20,paid_social,50_percent,Pescatarian,4,2,40.03,36,13,0.36,1,3,1,11,4.0,3.0,67,0,
HF-02671,2024-02-22,referral,50_percent,Fit_and_Wholesome,3,4,56.35,81,14,0.17,0,1,1,14,4.9,2.6,94,0,
HF-02672,2022-11-20,paid_social,50_percent,Classic,2,2,19.69,74,0,0.0,0,1,0,18,4.1,2.5,25,0,
HF-02673,2024-02-28,paid_social,50_percent,Veggie,2,2,19.21,75,7,0.09,0,0,0,20,4.9,1.5,100,0,
HF-02674,2022-05-21,referral,30_percent,Classic,2,4,39.88,90,0,0.0,0,0,0,20,5.0,2.1,100,0,
HF-02675,2023-04-15,paid_social,none,Classic,2,2,22.03,43,7,0.16,2,0,0,11,5.0,4.1,88,0,
HF-02676,2024-02-26,tv_ad,50_percent,Fit_and_Wholesome,3,2,34.04,99,0,0.0,0,0,0,19,3.8,2.5,92,0,
HF-02677,2024-03-12,influencer,30_percent,Pescatarian,5,2,51.26,30,8,0.27,2,1,1,13,5.0,1.9,97,0,
HF-02678,2022-11-30,organic,50_percent,Fit_and_Wholesome,3,4,57.41,77,13,0.17,0,0,0,18,5.0,3.3,100,0,
HF-02679,2024-06-11,paid_social,50_percent,Veggie,3,2,29.25,62,0,0.0,0,2,1,17,4.7,2.8,68,0,
HF-02680,2023-01-08,organic,50_percent,Classic,3,2,31.13,60,15,0.24,2,1,0,16,4.0,3.1,18,1,36
HF-02681,2023-07-18,influencer,50_percent,Classic,3,4,60.85,45,13,0.29,0,2,1,10,4.5,3.0,36,1,24
HF-02682,2023-05-09,organic,50_percent,Classic,5,2,51.87,67,1,0.02,0,0,0,17,4.4,3.4,100,0,
HF-02683,2023-06-23,paid_social,50_percent,Veggie,5,2,49.71,76,13,0.18,0,2,1,15,4.3,2.5,-3,0,
HF-02684,2023-10-31,organic,50_percent,Veggie,3,4,59.15,49,10,0.21,1,0,1,16,5.0,3.6,76,1,37
HF-02685,2024-01-21,influencer,50_percent,Classic,2,2,23.46,30,6,0.19,1,0,1,15,5.0,2.9,99,0,
HF-02686,2022-06-05,referral,50_percent,Family,4,2,40.04,68,4,0.05,1,0,0,17,4.6,2.5,87,0,
HF-02687,2022-10-18,organic,free_first_box,Classic,2,2,17.93,51,14,0.28,1,0,0,16,4.4,2.4,22,0,
HF-02688,2023-10-10,referral,50_percent,Pescatarian,4,2,42.87,54,6,0.11,1,1,1,14,5.0,2.4,65,1,36
HF-02689,2022-05-24,referral,50_percent,Veggie,4,4,76.85,72,1,0.01,2,0,0,17,4.1,2.9,69,0,
HF-02690,2022-04-16,paid_social,50_percent,Classic,2,2,12.97,26,7,0.25,3,3,1,2,3.7,4.1,-16,1,23
HF-02691,2023-02-24,organic,50_percent,Fit_and_Wholesome,5,2,51.44,69,0,0.0,1,0,1,15,5.0,3.4,96,0,
HF-02692,2023-11-01,paid_social,none,Fit_and_Wholesome,5,4,101.62,72,0,0.0,2,0,1,16,5.0,2.3,73,0,
HF-02693,2023-10-20,referral,free_first_box,Veggie,5,2,50.73,57,11,0.2,1,2,1,13,4.1,4.0,40,0,
HF-02694,2022-01-02,paid_social,none,Veggie,3,2,27.34,81,0,0.0,0,0,0,22,5.0,3.1,100,0,
HF-02695,2023-08-12,referral,50_percent,Classic,2,2,19.84,58,0,0.0,0,1,0,18,4.5,2.8,66,0,
HF-02696,2023-10-06,paid_social,50_percent,Fit_and_Wholesome,3,2,29.38,16,3,0.22,1,1,2,7,5.0,2.5,75,1,11
HF-02697,2022-03-31,organic,free_first_box,Pescatarian,3,2,28.87,40,12,0.31,2,2,2,6,4.0,2.5,57,0,
HF-02698,2022-12-11,organic,none,Classic,2,2,22.78,84,0,0.0,0,0,0,22,4.8,2.8,94,0,
HF-02699,2022-12-16,paid_social,50_percent,Classic,3,2,27.85,42,10,0.23,1,2,2,17,4.7,3.1,80,1,23
HF-02700,2023-04-04,paid_social,50_percent,Pescatarian,3,4,60.51,14,6,0.39,2,4,2,1,4.4,2.6,23,1,10
HF-02701,2022-09-20,paid_social,30_percent,Classic,2,4,42.31,71,9,0.12,0,1,0,13,3.4,3.7,1,0,
HF-02702,2022-12-17,influencer,none,Fit_and_Wholesome,3,2,30.7,74,0,0.0,1,0,0,15,4.6,2.6,95,0,
HF-02703,2022-04-18,referral,50_percent,Veggie,2,2,22.44,80,0,0.0,0,1,0,23,5.0,2.8,96,0,
HF-02704,2023-08-09,referral,50_percent,Veggie,4,2,41.05,54,1,0.03,0,1,1,18,5.0,3.1,100,0,
HF-02705,2022-02-08,paid_social,none,Classic,3,2,30.8,46,13,0.27,2,1,1,10,4.7,3.4,56,1,19
HF-02706,2024-06-27,organic,50_percent,Classic,2,4,40.65,68,8,0.11,0,0,0,17,4.1,1.9,31,0,
HF-02707,2022-06-08,influencer,50_percent,Classic,5,4,101.03,30,3,0.09,2,2,1,4,3.6,3.5,-3,1,22
HF-02708,2023-08-06,influencer,50_percent,Fit_and_Wholesome,2,2,19.19,39,15,0.39,1,3,1,13,4.6,2.5,90,1,35
HF-02709,2022-11-08,organic,free_first_box,Fit_and_Wholesome,3,2,27.34,49,13,0.27,1,2,1,13,4.3,2.4,85,0,
HF-02710,2022-08-29,paid_social,50_percent,Fit_and_Wholesome,4,2,41.83,52,12,0.23,1,2,0,14,3.7,3.3,-3,0,
HF-02711,2023-03-21,paid_social,free_first_box,Veggie,4,2,42.24,1,0,0.27,2,3,2,3,3.7,2.8,33,1,1
HF-02712,2022-10-25,paid_social,free_first_box,Classic,2,4,40.42,18,8,0.42,3,4,2,1,4.3,3.3,-19,0,
HF-02713,2022-02-05,paid_social,30_percent,Classic,5,4,98.7,85,6,0.07,0,0,1,18,5.0,2.5,98,0,
HF-02714,2022-03-25,paid_social,30_percent,Fit_and_Wholesome,5,2,46.78,61,4,0.07,1,1,0,16,4.6,2.9,100,0,
HF-02715,2023-03-28,paid_social,50_percent,Veggie,3,2,30.11,23,10,0.42,3,3,1,6,3.4,2.5,-31,1,14
HF-02716,2024-06-04,paid_social,50_percent,Classic,3,2,27.24,46,17,0.36,2,2,0,12,3.5,3.3,-19,0,
HF-02717,2024-02-14,tv_ad,50_percent,Classic,2,4,36.94,45,9,0.19,1,1,1,7,4.1,3.0,6,0,
HF-02718,2024-04-01,organic,50_percent,Classic,3,4,59.84,90,0,0.0,2,0,0,15,4.1,4.2,50,0,
HF-02719,2023-01-20,influencer,50_percent,Classic,3,2,28.41,47,10,0.22,2,2,2,7,5.0,1.7,62,1,16
HF-02720,2022-06-21,organic,50_percent,Fit_and_Wholesome,4,4,80.53,63,11,0.18,0,0,1,10,4.2,3.1,84,0,
HF-02721,2023-01-11,paid_social,none,Pescatarian,3,2,29.62,66,7,0.1,0,1,0,13,4.4,2.8,100,0,
HF-02722,2023-11-16,organic,free_first_box,Pescatarian,3,2,28.73,63,7,0.11,2,2,0,10,4.4,3.3,26,0,
HF-02723,2022-12-28,paid_social,30_percent,Pescatarian,2,4,36.51,54,15,0.28,1,2,1,12,3.9,2.9,1,0,
HF-02724,2023-07-13,organic,free_first_box,Pescatarian,2,2,18.25,3,1,0.4,2,3,2,6,5.0,2.7,82,1,2
HF-02725,2024-06-09,paid_social,none,Veggie,2,4,38.29,72,12,0.17,1,0,0,15,5.0,2.6,69,0,
HF-02726,2022-05-21,tv_ad,free_first_box,Classic,2,2,17.51,5,2,0.47,1,2,2,0,4.8,4.9,53,1,4
HF-02727,2024-06-05,paid_social,none,Fit_and_Wholesome,3,2,29.28,76,3,0.04,0,1,0,18,4.1,2.6,43,0,
HF-02728,2022-04-28,paid_social,30_percent,Classic,4,2,37.63,68,3,0.05,0,0,0,15,4.4,2.7,-7,0,
HF-02729,2022-10-04,tv_ad,none,Classic,3,2,29.61,55,10,0.19,0,1,0,10,5.0,3.7,100,0,
HF-02730,2023-12-27,paid_social,50_percent,Classic,3,2,30.42,2,1,0.54,4,3,2,3,4.7,3.3,21,1,1
HF-02731,2022-08-08,organic,free_first_box,Veggie,3,2,28.29,58,6,0.11,1,2,0,12,4.4,3.2,13,1,50
HF-02732,2024-06-23,organic,50_percent,Classic,3,2,30.79,59,3,0.05,0,0,1,20,5.0,3.4,75,0,
HF-02733,2022-01-26,influencer,free_first_box,Classic,3,2,27.22,16,4,0.28,1,2,1,7,2.3,3.3,-12,1,12
HF-02734,2023-06-05,tv_ad,50_percent,Veggie,3,4,57.66,26,10,0.39,2,3,2,12,4.2,2.6,42,0,
HF-02735,2024-02-22,tv_ad,50_percent,Pescatarian,4,2,39.69,30,6,0.19,0,1,1,6,3.9,2.9,27,1,10
HF-02736,2022-01-10,paid_social,free_first_box,Veggie,2,4,41.29,44,13,0.3,2,3,1,6,3.8,2.9,-42,0,
HF-02737,2023-01-13,influencer,30_percent,Pescatarian,2,2,21.69,95,0,0.0,2,1,0,20,4.6,1.6,100,0,
HF-02738,2023-09-25,organic,30_percent,Classic,3,2,33.16,63,22,0.34,1,0,0,15,5.0,2.0,100,0,
HF-02739,2023-09-29,organic,free_first_box,Classic,5,2,49.15,1,1,0.51,5,5,2,2,4.7,1.5,50,1,1
HF-02740,2023-11-13,paid_social,free_first_box,Veggie,3,2,29.68,34,8,0.25,1,1,0,10,3.3,3.1,-38,1,24
HF-02741,2023-08-07,organic,free_first_box,Veggie,4,2,37.85,24,4,0.17,2,1,2,10,4.6,2.5,44,1,18
HF-02742,2022-06-01,tv_ad,free_first_box,Fit_and_Wholesome,3,2,27.43,26,9,0.36,2,3,1,11,4.0,3.4,3,1,25
HF-02743,2023-12-21,influencer,none,Fit_and_Wholesome,3,2,30.4,89,0,0.0,1,0,0,19,5.0,2.6,90,0,
HF-02744,2022-02-18,referral,free_first_box,Fit_and_Wholesome,4,4,78.29,64,14,0.22,1,0,1,12,5.0,2.4,100,0,
HF-02745,2022-06-03,paid_social,50_percent,Family,4,2,42.38,1,0,0.37,4,5,2,0,3.6,3.9,-14,1,1
HF-02746,2024-05-08,paid_social,free_first_box,Classic,2,4,37.0,1,0,0.34,2,2,2,0,3.4,2.7,23,1,0
HF-02747,2022-10-20,influencer,50_percent,Classic,3,2,30.91,56,18,0.32,1,1,0,12,4.8,2.2,55,1,52
HF-02748,2023-08-03,organic,50_percent,Veggie,2,4,37.91,77,0,0.0,0,1,0,18,5.0,1.0,91,0,
HF-02749,2022-02-19,referral,50_percent,Classic,3,2,28.3,68,8,0.11,1,0,0,12,3.7,2.8,62,0,
HF-02750,2023-10-26,paid_social,30_percent,Classic,4,4,80.92,51,7,0.14,0,2,0,15,4.6,2.7,58,0,
HF-02751,2023-06-15,referral,none,Classic,3,2,28.59,83,7,0.08,0,0,0,16,4.5,3.3,100,0,
HF-02752,2023-09-04,referral,free_first_box,Classic,3,2,28.91,70,8,0.11,0,1,2,15,5.0,2.3,49,0,
HF-02753,2022-03-01,tv_ad,free_first_box,Classic,4,2,38.3,51,10,0.19,0,2,2,8,3.9,3.9,-66,0,
HF-02754,2022-06-16,organic,none,Classic,3,2,33.51,73,1,0.01,0,0,1,20,4.6,1.0,100,0,
HF-02755,2022-07-21,paid_social,50_percent,Fit_and_Wholesome,3,4,58.65,28,9,0.33,2,3,1,3,3.7,2.1,69,1,10
HF-02756,2024-05-06,referral,50_percent,Veggie,4,4,79.94,61,1,0.01,2,1,1,16,5.0,2.8,100,1,31
HF-02757,2022-05-26,paid_social,50_percent,Fit_and_Wholesome,3,4,59.48,55,13,0.23,1,2,1,1,4.3,3.0,62,1,29
HF-02758,2023-11-07,tv_ad,30_percent,Fit_and_Wholesome,3,2,30.38,70,0,0.0,0,0,0,16,5.0,1.5,95,0,
HF-02759,2023-03-15,paid_social,free_first_box,Classic,2,4,38.69,20,4,0.18,2,2,2,8,2.9,3.2,-76,0,
HF-02760,2022-08-30,referral,50_percent,Classic,2,2,19.56,66,1,0.01,0,0,0,18,5.0,2.5,75,0,
HF-02761,2023-08-04,paid_social,50_percent,Classic,3,2,30.73,44,11,0.25,1,2,2,15,5.0,2.9,16,1,17
HF-02762,2023-11-18,organic,50_percent,Pescatarian,3,4,58.15,32,13,0.4,2,3,2,7,5.0,3.0,60,0,
HF-02763,2023-07-15,organic,none,Fit_and_Wholesome,5,2,52.08,86,6,0.07,0,1,0,21,5.0,3.0,85,0,
HF-02764,2023-04-28,organic,50_percent,Classic,5,2,52.27,54,10,0.18,1,2,0,15,4.2,1.9,76,0,
HF-02765,2022-04-18,paid_social,30_percent,Classic,4,2,41.13,47,14,0.29,1,2,1,7,3.5,3.2,35,0,
HF-02766,2022-08-14,paid_social,30_percent,Family,3,2,30.08,49,8,0.16,2,1,2,9,5.0,2.2,60,0,
HF-02767,2023-11-04,paid_social,50_percent,Veggie,5,2,43.92,7,3,0.46,2,3,2,5,5.0,2.7,99,1,7
HF-02768,2023-09-23,organic,free_first_box,Fit_and_Wholesome,3,2,30.79,72,9,0.12,0,1,1,13,4.3,2.7,24,0,
HF-02769,2023-10-23,paid_social,50_percent,Classic,3,4,59.1,47,12,0.26,2,2,1,5,2.7,4.1,-36,0,
HF-02770,2023-10-24,referral,30_percent,Classic,4,4,79.35,82,18,0.22,0,0,0,21,4.6,2.9,69,0,
HF-02771,2023-03-08,influencer,50_percent,Fit_and_Wholesome,2,4,36.13,68,0,0.0,0,0,0,14,5.0,1.9,88,0,
HF-02772,2024-03-15,influencer,free_first_box,Fit_and_Wholesome,2,2,20.95,20,8,0.39,2,2,2,0,3.4,2.3,8,1,17
HF-02773,2023-10-17,referral,50_percent,Fit_and_Wholesome,4,4,76.94,73,3,0.05,1,0,0,15,4.1,3.5,38,0,
HF-02774,2023-02-23,referral,free_first_box,Veggie,3,4,60.12,58,2,0.04,0,1,0,17,4.1,2.3,47,0,
HF-02775,2023-03-31,paid_social,50_percent,Veggie,3,2,31.75,15,6,0.39,2,2,0,4,3.4,3.0,-42,1,6
HF-02776,2022-06-09,organic,50_percent,Fit_and_Wholesome,3,2,29.0,56,5,0.08,2,1,1,10,4.4,3.3,72,0,
HF-02777,2023-06-07,influencer,none,Classic,5,2,52.33,54,9,0.16,0,1,0,20,4.5,1.9,99,0,
HF-02778,2023-10-12,paid_social,30_percent,Classic,3,2,28.45,27,9,0.32,1,2,0,8,4.8,2.7,67,0,
HF-02779,2023-08-13,referral,30_percent,Pescatarian,3,2,31.14,88,0,0.0,1,0,0,20,5.0,2.5,99,0,
HF-02780,2022-03-18,influencer,50_percent,Classic,2,2,17.35,44,0,0.0,1,1,1,10,4.6,2.8,42,0,
HF-02781,2023-05-24,influencer,free_first_box,Veggie,2,2,22.02,1,0,0.42,3,3,2,4,3.5,3.8,19,1,1
HF-02782,2023-03-17,paid_social,free_first_box,Fit_and_Wholesome,5,2,51.65,26,12,0.47,2,2,2,9,3.7,3.4,1,0,
HF-02783,2022-09-11,referral,none,Family,3,2,30.88,85,13,0.15,0,0,0,19,5.0,3.1,100,0,
